17,22,3,41,27,20
38,15,17,37,31,19
42,1,4,43,31,30
42,13,1,14,18,16
37,9,41,8,14,13
12,33,31,13,20,32
36,33,1,41,34,7
25,3,5,23,40,7
38,27,36,3,31,4
5,6,44,11,28,30
20,9,23,19,7,10
15,36,24,45,40,10
13,6,25,11,18,40
12,14,34,15,33,22
9,2,28,14,33,25
5,16,21,26,30,7
41,9,4,29,39,32
26,36,25,39,34,5
44,14,16,31,39,36
42,44,8,32,28,10
12,15,6,42,30,44
27,11,44,16,6,22
2,42,19,22,3,15
25,29,27,36,1,35
32,39,11,43,33,22
22,19,28,18,21,39
42,26,13,24,6,28
9,6,26,18,35,1
25,32,30,13,29,34
15,42,40,13,33,1
2,29,30,34,33,39
30,21,25,26,23,3
2,23,44,28,41,10
14,5,11,18,2,38
10,34,44,29,6,43
2,13,25,24,5,45
24,17,38,6,25,45
7,10,28,36,33,2
30,45,28,35,29,27
38,25,44,41,1,15
28,24,10,18,44,4
24,17,35,45,31,18
41,31,45,7,38,39
19,41,17,14,42,34
21,18,32,38,40,29
5,11,17,28,42,32
5,34,37,30,23,14
10,28,5,11,32,7
25,38,3,8,42,33
8,41,27,36,42,26
17,32,23,7,41,20
2,13,34,14,4,19
4,5,14,29,10,32
26,13,3,43,15,30
20,2,5,14,37,12
14,36,4,33,31,10
19,11,36,45,6,8
14,5,37,13,7,33
40,37,20,26,44,6
17,38,33,9,13,35
21,28,13,2,27,44
45,13,7,2,12,27
37,7,16,10,38,8
5,18,23,17,16,35
25,39,27,31,2,3
32,17,33,38,36,9
33,27,30,18,9,44
7,45,1,23,17,26
8,18,44,12,42,24
37,19,7,32,22,45
10,40,21,19,30,24
20,6,44,18,36,38
44,8,25,28,26,38
5,8,31,22,25,44
35,20,41,13,40,27
41,9,19,45,4,32
26,16,44,4,11,28
36,28,6,13,34,44
9,39,14,28,15,33
16,22,30,10,28,8
12,10,36,40,30,26
9,22,42,1,6,5
20,40,34,17,30,8
8,14,31,41,13,40
4,12,33,10,41,7
16,42,45,18,33,22
33,26,23,13,39,37
22,10,41,38,27,6
1,3,21,39,26,14
24,27,35,22,42,34
32,5,16,35,8,20
22,35,30,9,21,27
37,19,3,22,31,9
20,7,5,41,4,40
3,19,5,22,6,32
11,29,34,27,22,32
2,21,16,38,22,28
39,3,8,11,35,5
14,23,28,9,12,40
5,1,18,13,24,22
10,44,3,38,14,45
5,29,33,4,14,22
2,1,12,39,20,17
28,43,6,7,44,25
10,37,43,20,44,26
44,16,19,41,1,42
3,30,21,26,20,14
45,6,36,39,5,35
24,39,7,40,12,38
41,39,35,36,14,32
14,5,34,30,33,4
6,1,41,42,18,32
7,18,32,38,45,20
19,44,38,31,20,32
37,22,7,3,5,23
8,12,17,35,13,16
26,15,19,33,34,5
39,28,21,33,40,7
3,39,15,18,28,30
2,39,12,42,4,41
19,34,6,16,18,5
17,13,31,2,32,11
34,37,38,12,17,42
3,29,38,40,2,41
30,31,24,21,8,36
30,9,21,39,16,5
16,35,36,8,14,31
5,6,37,38,36,23
23,31,8,39,35,42
12,14,22,21,31,34
11,39,41,26,25,16
45,42,12,19,23,6
13,22,25,9,42,36
38,34,44,30,6,23
16,31,43,4,37,39
15,5,1,43,20,35
25,26,21,38,40,11
4,8,2,27,14,18
4,17,32,28,38,1
12,10,36,3,31,38
21,25,8,2,12,24
5,19,18,11,17,1
39,33,26,43,22,35
18,26,1,20,8,32
12,1,31,11,45,23
17,36,2,25,45,1
15,36,13,30,45,22
11,38,7,25,29,26
21,14,23,38,1,18
22,35,12,38,39,19
40,27,10,37,42,2
43,22,20,27,13,16
21,32,19,39,7,28
7,42,41,23,13,10
35,7,24,11,4,43
20,11,5,28,30,15
28,27,41,5,2,32
11,22,26,32,2,16
18,32,12,13,44,4
42,28,8,41,20,11
16,30,38,6,5,36
37,24,25,1,12,38
40,37,3,34,10,21
23,41,32,12,9,44
7,30,26,31,33,21
32,22,39,31,2,18
16,11,28,25,40,8
11,1,6,4,13,40
39,43,20,16,30,19
30,7,9,20,11,6
36,4,14,44,10,35
31,18,45,38,13,17
37,5,43,44,1,26
14,37,40,23,12,25
24,2,29,33,10,8
1,19,4,43,10,7
39,23,9,21,44,28
30,44,38,15,33,9
8,40,42,14,27,2
12,20,8,6,43,9
43,31,13,33,1,45
34,40,32,36,29,19
24,30,40,26,9,15
1,39,14,4,6,8
23,42,44,32,31,18
12,2,43,18,5,14
33,21,14,8,7,31
23,3,17,18,40,45
37,42,9,5,17,26
24,4,36,8,1,19
17,7,23,33,22,24
4,1,14,26,25,6
42,21,30,20,25,26
38,32,26,15,4,42
26,10,25,36,29,31
7,34,14,16,26,30
42,17,41,36,29,28
26,12,17,41,5,25
10,15,38,2,3,27
8,12,14,25,11,30
41,18,45,9,7,14
40,30,21,37,36,32
22,17,15,43,38,29
32,5,21,37,38,41
13,44,22,30,3,16
25,44,33,8,12,4
11,28,10,30,25,40
24,3,15,27,10,39
15,21,42,25,26,20
26,8,14,39,1,41
18,1,19,21,12,34
34,9,3,40,28,2
22,20,42,43,14,39
43,32,35,29,15,27
20,45,19,13,27,5
35,17,27,15,12,25
21,3,36,27,38,2
36,21,39,41,4,6
24,29,39,20,42,15
7,35,31,37,2,12
15,22,28,43,5,11
20,8,9,17,22,11
3,17,39,33,38,40
33,24,42,13,35,44
12,16,21,8,23,40
29,2,25,12,17,20
39,16,29,21,42,43
7,28,18,25,22,19
42,36,5,23,16,3
32,29,35,9,45,31
23,38,10,24,5,22
14,45,24,5,3,1
16,29,38,43,42,36
35,26,4,25,24,10
10,31,36,7,27,39
13,42,12,30,14,19
39,21,45,5,42,12
45,20,15,32,4,37
3,37,39,19,11,5
19,14,31,41,37,24
39,43,11,36,4,44
24,11,4,22,36,30
29,37,26,4,40,23
27,45,4,35,1,40
31,8,11,1,33,26
25,9,27,4,15,34
30,12,29,5,13,38
33,18,28,27,21,34
27,20,18,10,25,35
8,11,42,19,33,24
23,24,42,28,4,26
23,37,20,29,40,32
12,3,28,5,32,30
13,7,6,8,44,3
15,7,23,33,38,18
35,15,9,22,1,23
41,4,42,7,37,24
33,38,24,6,28,31
14,10,4,12,17,19
34,29,1,12,17,14
32,36,8,6,43,39
7,12,27,36,26,16
45,15,30,11,10,36
1,40,3,25,23,14
23,43,36,33,17,30
33,28,21,2,16,41
26,13,22,19,32,23
41,17,5,19,37,21
16,19,29,11,30,37
20,45,4,19,41,5
7,38,33,25,13,14
29,15,11,34,19,30
39,4,36,28,27,31
29,44,31,10,18,37
36,31,37,21,27,9
3,24,27,13,31,8
37,36,35,22,11,27
1,45,18,27,38,36
43,19,20,24,34,23
28,38,39,29,25,16
6,12,37,20,35,40
38,9,44,36,10,19
5,36,29,9,37,12
27,8,15,11,30,4
15,9,43,29,27,2
30,40,6,35,41,19
28,24,44,34,11,29
15,41,5,24,2,11
20,34,4,24,22,40
35,32,25,30,12,26
18,34,25,43,13,15
41,11,26,14,38,43
17,27,16,8,11,31
41,19,8,14,26,16
3,14,1,29,42,44
15,23,30,27,40,35
44,38,9,7,1,39
21,36,31,7,6,13
19,24,15,44,16,8
11,21,45,28,10,2
40,27,30,15,44,16
14,35,32,26,10,19
22,35,19,14,39,36
30,42,8,34,10,19
29,16,7,23,20,36
16,28,7,13,19,10
6,37,16,38,26,14
42,23,27,34,10,44
14,39,6,17,11,31
29,9,36,20,13,40
37,15,22,45,4,33
44,14,4,38,8,17
6,33,39,26,34,20
38,27,17,14,7,3
44,20,9,7,3,42
14,3,20,6,8,35
39,11,30,2,44,45
6,44,35,29,3,1
20,10,23,2,16,42
5,14,35,8,2,41
39,15,31,27,32,21
45,26,16,33,3,12
8,4,39,21,19,23
45,42,40,39,28,6
35,38,34,26,22,10
6,30,20,18,4,9
4,20,21,40,35,36
8,39,12,38,16,30
2,45,44,22,34,26
31,7,38,19,39,11
39,6,3,19,4,16
14,42,23,20,45,8
8,15,28,44,22,34
7,38,9,31,19,23
24,42,27,2,1,25
27,30,5,21,38,34
1,17,5,23,24,27
37,11,3,8,17,31
33,19,30,45,41,10
34,30,38,36,45,42
19,44,28,26,31,23
23,29,45,6,21,4
30,28,32,4,13,21
34,10,17,13,6,43
30,10,12,5,4,9
26,5,6,24,45,11
26,25,31,33,32,28
43,27,16,13,24,30
3,26,15,11,32,22
29,1,14,12,25,41
43,41,44,4,23,8
5,18,32,41,4,23
30,31,9,16,15,42
33,21,2,29,12,40
40,4,38,23,27,25
12,19,8,36,30,3
28,12,36,16,25,31
39,19,7,9,18,2
14,31,18,24,5,39
15,29,5,9,19,16
27,36,8,30,31,15
40,1,7,34,3,6
18,41,17,35,38,33
31,32,37,10,14,39
40,4,43,16,19,24
4,18,1,43,40,32
34,22,39,24,1,8
25,29,12,7,10,23
25,36,18,23,33,14
35,36,12,42,31,33
10,45,34,17,43,22
4,5,11,38,9,36
2,34,11,28,40,20
36,28,7,26,31,22
26,18,45,32,28,27
16,20,29,24,36,12
1,21,32,7,31,24
34,16,3,7,2,17
23,40,6,4,20,3
41,18,5,31,6,25
10,28,21,19,27,5
44,28,20,15,41,45
40,7,33,10,29,16
38,30,12,5,21,15
12,10,21,40,41,35
27,22,42,14,34,16
21,3,4,34,25,10
5,25,42,9,21,16
13,41,43,24,1,14
7,18,30,4,34,24
25,14,18,19,10,21
14,40,35,26,23,2
41,5,8,30,24,32
32,20,14,24,19,21
9,4,19,45,1,25
1,41,32,7,33,35
33,8,22,24,15,21
22,5,9,45,33,6
18,2,4,6,45,31
40,36,6,45,17,27
23,41,9,21,24,37
43,45,13,44,36,18
4,42,9,13,17,28
44,21,40,41,1,13
42,29,33,3,31,7
34,43,45,10,24,14
21,3,37,8,10,14
37,40,43,33,42,20
5,44,24,2,1,13
21,12,41,14,11,13
29,30,6,43,44,13
30,8,44,41,33,32
32,21,2,31,45,6
11,3,35,20,43,9
32,4,43,19,7,37
26,40,30,32,42,45
21,12,13,6,37,29
18,14,27,34,36,39
29,12,5,3,27,40
32,1,35,27,10,26
1,5,4,38,6,3
35,6,32,25,40,44
43,44,36,25,41,6
15,8,25,24,22,38
45,35,42,11,39,31
3,25,36,24,15,21
21,31,2,33,42,11
4,29,42,41,21,39
22,12,3,1,26,27
1,7,13,35,10,22
31,9,41,18,8,13
11,20,30,29,7,37
27,37,12,34,16,39
5,21,17,18,19,1
25,15,43,33,21,19
12,24,21,2,8,34
28,11,20,37,42,10
41,34,16,12,36,19
31,35,5,13,36,41
39,16,23,45,11,40
14,6,36,10,26,5
6,22,11,42,27,36
4,15,19,9,18,24
45,26,35,16,34,12
13,19,41,33,20,22
18,2,42,35,44,6
32,14,9,25,8,45
37,24,20,7,6,11
15,25,36,2,44,14
31,10,23,5,19,3
19,30,11,13,23,38
32,17,10,9,3,12
21,41,6,28,29,31
7,33,17,45,43,18
1,4,45,2,31,27
27,35,5,42,39,15
45,25,43,15,28,44
32,39,36,35,4,41
39,20,12,15,3,31
13,6,5,37,28,18
9,23,21,31,36,32
10,35,15,32,27,3
18,44,21,25,10,15
41,7,37,15,21,3
4,29,34,10,8,43
25,6,5,24,1,8
1,3,40,6,25,34
31,26,45,14,15,30
26,28,13,22,2,32
15,17,11,34,28,26
2,6,24,29,10,42
13,21,20,17,10,12
2,1,12,19,29,41
4,36,15,29,26,30
4,5,19,10,29,43
12,21,14,5,20,10
2,16,3,40,10,18
1,21,20,41,34,16
31,38,12,43,22,44
45,7,38,40,12,36
19,43,37,33,41,38
9,28,25,1,34,20
39,20,8,29,28,4
45,14,41,28,27,2
8,44,12,3,9,10
8,29,20,36,10,33
5,27,33,7,36,30
4,37,5,3,16,25
35,40,43,36,17,9
31,34,40,43,25,17
37,27,20,29,33,40
44,18,26,35,38,42
25,11,4,41,20,32
30,20,13,31,25,45
4,1,2,17,33,36
27,19,39,22,1,30
19,5,42,30,37,23
18,6,44,20,30,21
31,44,23,39,33,17
15,7,40,29,19,39
27,30,35,9,19,4
3,10,19,22,16,36
1,29,36,13,20,2
29,16,26,31,34,14
33,32,22,8,40,36
36,21,23,10,38,28
42,25,17,28,12,13
22,7,4,32,34,24
39,21,27,1,4,13
42,22,21,33,27,40
16,29,32,41,13,10
19,43,31,23,13,34
15,19,13,7,30,45
34,29,1,15,9,21
20,24,14,42,7,22
37,35,33,41,29,36
12,36,23,15,26,9
44,5,33,15,43,23
29,16,36,33,38,11
15,23,21,39,31,6
2,25,1,31,23,20
35,22,40,23,20,3
38,16,5,33,26,36
13,36,32,5,43,22
26,15,13,37,42,10
25,29,44,19,11,14
24,34,8,21,41,11
19,8,22,44,33,34
6,15,35,34,27,26
25,39,20,9,4,43
31,10,24,9,18,23
37,2,3,6,16,36
40,24,14,4,17,9
32,41,35,29,38,30
35,31,14,44,18,26
10,30,13,26,34,11
43,4,12,30,18,25
33,3,11,35,4,15
1,35,45,15,34,14
34,38,2,17,35,7
44,37,15,30,36,7
38,11,28,29,6,23
5,6,28,25,41,10
29,18,9,26,40,41
45,37,41,18,33,22
23,20,33,18,26,44
14,9,8,24,18,31
29,36,30,32,10,23
21,26,23,29,34,20
35,37,44,11,20,16
40,7,28,4,17,33
40,44,43,42,21,10
30,9,10,13,8,18
12,42,45,39,5,30
14,37,7,15,43,33
9,23,24,1,33,14
44,16,25,24,29,3
17,44,25,10,23,28
37,3,12,44,28,10
28,10,13,4,27,7
36,27,24,23,22,31
31,12,23,39,10,38
39,33,14,43,23,6
5,4,15,25,24,41
21,10,40,15,18,23
2,41,35,18,34,3
25,39,22,40,11,6
43,38,19,6,41,42
31,32,7,44,23,38
11,4,28,3,13,37
17,39,45,38,14,4
21,44,11,19,30,29
11,25,4,20,26,3
2,5,45,18,33,37
40,43,12,25,24,45
42,37,10,3,9,18
7,6,24,16,30,42
32,13,3,24,33,44
34,36,23,26,1,8
37,45,7,8,44,17
38,41,21,12,22,19
8,16,32,14,21,24
32,21,3,31,35,17
10,14,37,33,23,16
37,3,12,10,11,44
7,8,23,34,22,20
36,10,5,25,28,2
23,2,15,32,34,14
32,19,28,7,25,5
33,35,6,2,17,42
7,22,16,15,17,9
33,27,12,30,25,31
35,11,21,15,22,16
23,42,25,1,44,29
34,31,30,8,33,29
22,26,8,33,30,6
45,8,2,40,16,22
40,15,22,14,37,25
1,20,10,42,36,35
17,10,4,38,26,1
17,25,2,9,10,4
34,31,17,15,40,24
31,10,24,5,14,12
17,38,29,32,9,12
30,18,43,13,41,15
21,1,23,36,31,6
19,26,7,9,30,5
16,19,5,26,39,6
35,26,10,8,34,38
39,42,26,32,36,18
21,1,19,23,9,4
19,9,39,37,32,20
3,4,42,11,13,17
20,36,7,34,12,38
34,44,27,35,26,33
35,34,33,9,5,42
41,42,8,36,32,27
33,19,21,14,35,45
15,19,43,31,13,7
30,20,22,28,6,2
44,33,39,45,16,17
10,30,4,25,2,39
18,21,9,38,35,12
15,17,36,3,40,38
35,12,22,34,14,3
44,27,18,23,42,35
45,2,10,14,27,35
11,14,13,45,30,40
17,37,30,8,45,10
5,40,22,16,2,27
20,22,40,39,13,3
35,12,13,7,23,21
6,27,22,44,23,30
8,28,35,33,16,42
43,28,36,41,8,34
44,26,9,37,38,19
6,43,28,5,25,23
31,10,39,27,34,6
17,44,32,40,45,31
34,25,42,16,20,45
17,5,19,24,40,42
35,30,26,18,2,23
10,30,33,4,1,2
35,36,12,32,10,7
4,39,10,28,8,6
33,20,4,7,15,43
37,4,26,45,19,30
38,22,21,25,40,10
13,20,43,28,15,30
13,9,33,29,27,32
8,44,40,41,35,6
24,18,6,9,44,10
36,17,28,39,33,31
25,45,15,34,9,6
6,20,40,7,10,9
23,39,38,21,36,42
33,31,19,17,38,7
11,45,18,25,13,30
16,1,43,2,33,9
29,7,33,30,31,11
42,1,21,16,44,41
38,42,45,1,6,28
8,23,10,34,26,7
10,36,11,21,7,29
37,29,10,4,1,33
33,27,11,10,24,3
27,17,38,19,1,43
41,5,1,21,29,24
41,5,24,19,21,33
36,45,9,15,5,33
42,45,19,40,27,43
13,31,32,45,36,18
18,9,14,26,3,29
17,1,31,9,42,15
7,24,20,25,39,12
13,29,32,5,43,23
10,20,23,16,39,5
34,1,4,24,23,20
7,32,33,9,2,4
10,26,21,20,38,6
38,33,23,34,31,5
16,3,38,9,39,30
38,45,37,20,14,4
45,43,6,32,26,25
21,31,17,40,13,29
45,4,23,33,17,18
12,13,18,19,7,17
14,23,40,24,9,34
12,36,13,17,20,41
1,7,43,14,34,21
36,10,9,7,5,28
19,8,2,31,27,36
34,18,4,31,42,22
28,23,16,29,33,10
12,15,44,17,30,31
27,5,14,17,4,7
38,28,12,32,39,5
12,35,4,13,17,25
7,39,13,27,8,25
18,19,8,39,3,15
42,6,7,13,35,27
14,9,17,33,41,28
26,18,22,35,40,5
42,35,24,21,8,3
28,38,24,14,12,33
42,38,32,34,30,9
18,42,45,6,22,15
31,37,7,4,19,34
17,9,14,28,41,1
